City,Country,Lat,Lon,Max Temp,% Humidity,% Cloudiness,Wind Speed,Current Description
beian,cn,63.6559,9.5683,39.29,65,75,18.41,light rain
qandala,so,11.472,49.8728,76.21,66,7,4.79,clear sky
bereda,so,43.2686,-7.5406,56.41,100,88,4.52,overcast clouds
shakiso,et,5.75,38.9167,58.41,97,97,2.42,light rain
bedele,et,8.456,36.353,54.23,93,81,0.83,broken clouds
giyon,et,8.5333,37.9833,55.58,52,37,8.12,scattered clouds
shevchenkove,ua,49.6959,37.1735,42.58,78,100,9.66,light rain
zatoka,ua,46.0725,30.4654,46.94,84,100,14.45,overcast clouds
bayevo,ru,53.2833,80.7667,27.64,72,100,7.61,overcast clouds
tyumentsevo,ru,53.3224,81.498,27.16,81,100,8.9,overcast clouds
turkan,az,40.3639,50.215,55.58,82,40,9.22,scattered clouds
gurgan,az,NaN,NaN,NaN,NaN,NaN,NaN,NaN
heihe,cn,50.2441,127.4902,23.58,73,100,18.79,light snow
konstantinovka,ru,49.6167,127.9833,21.63,95,100,17.94,light snow
paita,pe,-5.0892,-81.1144,64.04,83,92,13.31,overcast clouds
sechura,pe,-5.5569,-80.8222,66.07,74,55,15.68,broken clouds
jinchang,cn,38.4953,102.1739,27.75,25,0,2.46,clear sky
havoysund,no,70.9963,24.6622,27.48,73,100,8.95,light snow
galle,lk,6.0367,80.217,76.21,90,100,22.84,overcast clouds
linguere,sn,15.3953,-15.1193,84.42,45,0,6.91,clear sky
semme,sn,46.1963,1.5007,41.41,95,0,3.4,clear sky
vikulovo,ru,56.8167,70.6107,29.84,94,100,9.35,overcast clouds
krutinka,ru,56.0055,71.5113,31.82,91,72,11.3,broken clouds
cabedelo,br,-6.9811,-34.8339,79.47,74,6,13.47,clear sky
adjumani,ug,3.3779,31.7909,66.04,93,80,2.19,light rain
kitgum,ug,3.2783,32.8867,68.27,85,95,2.28,overcast clouds
zhanakorgan,kz,43.9098,67.2495,35.33,27,0,5.44,clear sky
achisay,kz,NaN,NaN,NaN,NaN,NaN,NaN,NaN
kuching,my,1.55,110.3333,75.42,100,40,2.3,mist
sri aman,my,1.2376,111.4621,77.09,94,40,2.3,scattered clouds
merauke,id,-8.4667,140.3333,86.68,68,13,4.05,few clouds
rantauprapat,id,2.1,99.8333,80.49,71,26,1.61,scattered clouds
dumai,id,1.6833,101.45,78.46,81,41,3.2,scattered clouds
angul,in,20.85,85.1,63.3,72,65,3.78,broken clouds
bhuban,in,20.8833,85.8333,64.53,69,61,3.13,broken clouds
toba tek singh,pk,30.9743,72.4827,66.67,27,0,4.29,clear sky
okara,pk,30.8081,73.4458,64.53,26,0,3.83,clear sky
itacarambi,br,-15.1022,-44.0919,73.71,82,99,2.3,overcast clouds
manga,br,11.6636,-1.0731,80.83,28,12,4.52,few clouds
itaituba,br,-4.2761,-55.9836,74.8,99,100,4.29,very heavy rain
kaliua,tz,-5.0606,31.7936,68.86,39,76,2.95,broken clouds
sikonge,tz,-5.6333,32.7667,71.02,35,89,7.56,overcast clouds
svetlogorsk,ru,52.6333,29.7333,36.48,72,98,12.44,overcast clouds
mandalgarh,in,25.2,75.1,66.07,37,7,1.63,clear sky
sangod,in,24.9167,76.2833,66.18,43,0,1.77,clear sky
sotouboua,tg,8.5667,0.9833,75.24,71,14,2.26,few clouds
bassila,bj,9.0081,1.6654,75.07,70,4,3.89,clear sky
bellinzona,ch,46.1928,9.017,47.88,100,0,5.99,clear sky
tirano,it,46.2154,10.1679,46.08,100,2,5.7,clear sky
nguiu,au,NaN,NaN,NaN,NaN,NaN,NaN,NaN
izazi,tz,-7.2,35.7333,71.96,46,99,3.33,overcast clouds
kilosa,tz,-6.8333,36.9833,70.16,83,100,2.1,overcast clouds
meyungs,pw,NaN,NaN,NaN,NaN,NaN,NaN,NaN
mirador,br,-6.3708,-44.3631,73.83,94,100,3.49,overcast clouds
sao joao dos patos,br,-6.495,-43.7022,71.42,95,100,2.59,overcast clouds
saryozek,kz,44.3583,77.9753,29.28,40,91,2.62,overcast clouds
karabulak,kz,43.3036,44.8964,39.76,57,0,2.75,clear sky
innisfail,au,-17.5333,146.0333,96.87,59,99,10.94,overcast clouds
bria,cf,6.5423,21.9863,70.11,96,100,3.42,overcast clouds
rafai,cf,4.95,23.9167,68.97,97,94,2.01,overcast clouds
haverfordwest,gb,51.8017,-4.9691,57.16,93,21,3,few clouds
dzhebariki-khaya,ru,62.2167,135.8,14.41,94,100,5.26,light snow
tyrma,ru,50.0833,132.1667,28.98,95,100,6.42,snow
chegdomyn,ru,51.1167,133.0167,23.07,95,100,2.21,light snow
fort frances,ca,48.5999,-93.4003,41.05,62,1,3.44,clear sky
atikokan,ca,48.7555,-91.6216,38.53,58,0,6.22,clear sky
elizabeth city,us,36.2946,-76.2511,59.02,74,1,5.75,clear sky
bolkhov,ru,53.4433,36.0044,36.18,74,99,19.35,light rain
chern,ru,53.4523,36.9145,36.61,73,100,19.28,light rain
sukhobezvodnoye,ru,57.0491,44.8891,40.33,93,100,10.96,light rain
uren,ru,57.4552,45.7852,38.68,97,100,7.76,light rain
svilajnac,rs,44.2337,21.1967,47.64,93,100,3.18,overcast clouds
bor,rs,56.3567,44.0669,42.73,88,100,12.91,overcast clouds
thoen,th,17.6129,99.2161,74.84,98,96,1.14,overcast clouds
si satchanalai,th,17.5169,99.7598,77.58,95,99,1.61,overcast clouds
igrim,ru,63.1906,64.4162,25.97,87,100,4.83,overcast clouds
mingguang,cn,32.7802,117.9638,44.47,52,0,11.03,clear sky
baoying,cn,33.2292,119.3092,45.77,55,0,9.53,clear sky
mbaiki,cf,3.8678,17.9892,70.21,98,100,1.54,overcast clouds
mongoumba,cf,3.6415,18.5936,71.6,96,70,2.1,broken clouds
aldan,ru,58.6031,125.3894,18.57,89,99,9.35,overcast clouds
nizhniy kuranakh,ru,58.8353,125.4869,22.75,86,99,7.31,overcast clouds
sam chuk,th,14.7576,100.0899,70.39,90,66,12.01,broken clouds
lop buri,th,14.7981,100.654,70.3,91,78,15.43,broken clouds
bayan,kw,46.0833,127.4,23.49,91,100,2.82,overcast clouds
canoinhas,br,-26.1772,-50.39,60.19,99,29,3.09,scattered clouds
sao bento do sul,br,-26.2503,-49.3786,60.24,85,100,3.8,overcast clouds
quartucciu,it,39.2519,9.1794,59.18,82,40,4,thunderstorm with light rain
rafraf,tn,37.1904,10.1837,57.51,70,2,13.89,clear sky
corn island,ni,12.1694,-83.0418,81.54,75,95,25.93,overcast clouds
northam,au,51.0333,-4.2167,56.08,94,86,10.22,overcast clouds
moroni,km,-11.7022,43.2551,78.87,79,11,3.69,few clouds
fomboni,km,-12.28,43.7425,80.69,79,11,11.48,few clouds
harer,et,9.3094,42.1258,54.68,60,8,1.3,clear sky
jijiga,et,9.35,42.8,59.99,49,2,3.42,clear sky
mergui,mm,NaN,NaN,NaN,NaN,NaN,NaN,NaN
tubruq,ly,NaN,NaN,NaN,NaN,NaN,NaN,NaN
prainha,br,-1.8,-53.48,77.36,82,91,3.11,overcast clouds
senador jose porfirio,br,-2.5908,-51.9542,77.25,83,47,3.44,scattered clouds
venustiano carranza,mx,19.43,-99.0992,71.58,30,75,11.5,broken clouds
parras,mx,NaN,NaN,NaN,NaN,NaN,NaN,NaN
umba,ru,66.6871,34.3429,22.73,88,11,7.99,few clouds
solovetskiy,ru,NaN,NaN,NaN,NaN,NaN,NaN,NaN
kodino,ru,63.7198,39.6447,24.39,88,10,4.9,clear sky
samoded,ru,63.6083,40.5111,23.59,90,11,5.91,few clouds
rolim de moura,br,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bondo,cd,3.8146,23.6866,68.2,97,15,1.86,few clouds
chaa-khol,ru,NaN,NaN,NaN,NaN,NaN,NaN,NaN
tigre,pa,-34.426,-58.5796,74.28,70,75,6.91,broken clouds
ailigandi,pa,9.2333,-78.0167,79.86,84,100,6.67,overcast clouds
krasnoborsk,ru,61.5598,45.934,27.84,80,100,11.03,snow
blagoyevo,ru,63.3667,47.9167,21.96,90,63,7.34,broken clouds
north platte,us,41.1239,-100.7654,46.38,51,1,1.99,clear sky
lexington,us,37.9887,-84.4777,57.2,68,1,5.75,clear sky
ust-kut,ru,56.7938,105.7672,32.27,75,100,11.79,overcast clouds
markova,ru,48.6758,24.4138,41.38,73,100,2.82,overcast clouds
litovko,ru,49.2361,135.1742,28.53,94,100,16.2,snow
troitskoye,ru,52.9821,84.6757,26.76,71,99,7.27,overcast clouds
springville,us,40.1652,-111.6107,53.29,69,1,0,clear sky
price,us,39.5994,-110.8107,56.46,30,1,3.44,clear sky
aswan,eg,24.0934,32.907,74.5,21,0,6.91,clear sky
brigantine,us,39.4101,-74.3646,54.01,86,1,0,clear sky
mastic beach,us,40.7668,-72.8521,55.98,76,1,0,clear sky
nuzvid,in,16.7833,80.85,72.45,80,12,4.34,few clouds
kovvur,in,17.0167,81.7333,73.65,83,20,8.05,mist
montevideo,uy,-34.8335,-56.1674,65.91,63,75,6.91,broken clouds
maldonado,uy,-34.6667,-54.9167,63.79,89,6,4.63,clear sky
fallon,us,39.4735,-118.7774,53.47,40,75,9.22,broken clouds
nkowakowa,za,-23.8878,30.2871,74.93,56,64,3,broken clouds
phalaborwa,za,-23.943,31.1411,74.59,55,15,4.61,few clouds
caapora,br,-7.5156,-34.9083,82.15,77,10,8.7,clear sky
damietta,eg,31.4165,31.8133,75.09,70,8,10.07,clear sky
mungaa,tz,-4.9667,34.8833,63.12,56,100,8.39,overcast clouds
kondoa,tz,-4.9,35.7833,62.47,71,100,4.52,overcast clouds
songjianghe,cn,42.1859,127.479,24.51,63,100,13,overcast clouds
shar,kz,49.5886,81.0453,20.17,73,14,10.2,few clouds
oskemen,kz,49.9565,82.6119,15.76,92,64,0,broken clouds
rondonopolis,br,-16.4708,-54.6356,76.51,85,100,3.27,heavy intensity rain
guiratinga,br,-16.3494,-53.7583,79,65,100,1.66,overcast clouds
batagay,ru,67.6333,134.6333,-4,92,93,5.77,overcast clouds
sao felix do xingu,br,-6.6447,-51.995,74.16,94,100,0.58,light rain
lima,us,-12.0432,-77.0282,65.89,80,90,9.22,overcast clouds
marion,us,39.7684,-86.1555,59.72,56,40,8.05,scattered clouds
smithers,ca,54.7804,-127.1743,30.52,93,90,2.3,snow
fort nelson,ca,58.8053,-122.7002,18.99,100,90,6.91,light snow
anori,br,-3.7728,-61.6442,73.89,91,100,2.86,overcast clouds
borba,br,-4.3878,-59.5939,74.52,97,100,2.59,heavy intensity rain
pilar,ph,-9.5972,-35.9567,78.73,86,32,7.4,scattered clouds
singkawang,id,0.9,109,79.61,84,100,2.15,overcast clouds
arman,ru,59.7,150.1667,11.17,70,2,6.76,clear sky
magadan,ru,59.5667,150.8,13.23,68,0,3.85,clear sky
tartus,sy,34.889,35.8866,71.42,40,23,9.62,few clouds
eyemouth,gb,55.8713,-2.0901,57.83,90,100,19.77,overcast clouds
blyth,gb,55.1271,-1.5086,58.08,82,83,5.01,broken clouds
chirongui,yt,-12.9319,45.1483,78.73,78,12,5.5,few clouds
mahajanga,mg,-15.7167,46.3167,77.02,88,20,3.44,light rain
tarko-sale,ru,64.9225,77.785,21.2,94,100,5.46,overcast clouds
aykino,ru,62.2248,49.9922,27.32,91,100,11.03,overcast clouds
zheleznodorozhnyy,ru,55.7503,38.0042,39.22,83,100,8.99,light rain
seguela,ci,7.9611,-6.6731,72.99,88,8,4.41,clear sky
mankono,ci,8.0586,-6.1897,74.84,84,52,4.41,broken clouds
chanika,tz,-5.4167,38.0167,62.85,97,90,2.28,overcast clouds
korogwe,tz,NaN,NaN,NaN,NaN,NaN,NaN,NaN
opuwo,na,-18.0607,13.84,69.89,27,29,2.77,scattered clouds
zielona gora,pl,51.9355,15.5064,45.07,41,92,4.38,overcast clouds
koscian,pl,52.0883,16.6487,47.32,93,100,2.64,overcast clouds
ekhabi,ru,53.5102,142.9671,34.07,73,97,14.63,overcast clouds
vesyegonsk,ru,58.664,37.2604,29.03,66,100,13.76,overcast clouds
breytovo,ru,58.2993,37.8617,29.77,83,100,21.65,light snow
miandoab,ir,36.9694,46.1027,37.78,28,82,2.98,broken clouds
takab,ir,36.4009,47.1133,33.1,26,16,1.61,few clouds
sataua,ws,NaN,NaN,NaN,NaN,NaN,NaN,NaN
cuamba,mz,-14.8031,36.5372,73.04,40,50,5.12,scattered clouds
montepuez,mz,-13.1256,38.9997,68.68,94,20,4.23,few clouds
arroio grande,br,-32.2375,-53.0869,56.07,80,9,6.17,clear sky
rio grande,br,-32.035,-52.0986,59.95,70,0,4.99,clear sky
totskoye,ru,52.5248,52.7623,42.46,85,100,17.94,overcast clouds
pleshanovo,ru,52.8333,53.4833,41.7,84,100,17.94,overcast clouds
otane,nz,-39.8833,176.6333,75.38,56,0,6.78,clear sky
nylstroom,za,NaN,NaN,NaN,NaN,NaN,NaN,NaN
karpogory,ru,64.0019,44.4451,22.3,95,97,5.44,overcast clouds
verkhnyaya toyma,ru,62.2349,44.9985,25.57,81,100,9.82,overcast clouds
otjimbingwe,na,-22.35,16.1333,63.3,16,0,5.21,clear sky
rehoboth,na,-23.3167,17.0833,54.7,25,0,6.87,clear sky
nioro,ml,13.35,-15.75,75.81,56,10,3.94,clear sky
petauke,zm,-14.2426,31.3253,74.55,35,99,5.14,overcast clouds
rohatyn,ua,49.409,24.6093,41.86,85,99,6.91,overcast clouds
petrykiv,ua,49.5332,25.5809,43.48,91,45,7.49,scattered clouds
kismayo,so,-0.3582,42.5454,77.81,81,95,8.01,overcast clouds
barawe,so,NaN,NaN,NaN,NaN,NaN,NaN,NaN
muzhi,ru,65.3667,64.6667,14.74,87,12,4.65,few clouds
aksu,kz,41.1231,80.2644,28.2,24,76,4.83,broken clouds
taraz,kz,42.9,71.3667,36.01,64,94,6.71,overcast clouds
mindelo,cv,16.8901,-24.9804,74.75,69,90,13.8,overcast clouds
ribeira brava,cv,32.65,-17.0667,68.63,71,59,4.34,broken clouds
bada,ru,51.392,109.8717,24.78,69,35,4.81,scattered clouds
khilok,ru,51.3674,110.4676,26.38,64,19,6.33,few clouds
bantry,ie,51.6833,-9.45,54.88,97,100,12.17,overcast clouds
skibbereen,ie,51.55,-9.2667,55.2,94,100,16.31,overcast clouds
tolbazy,ru,54.0241,55.8825,38.16,77,100,20.74,overcast clouds
waw,sd,7.7029,27.9953,77.25,73,99,4.97,overcast clouds
bilibino,ru,68.0546,166.4372,-2.87,95,81,3.58,broken clouds
novokizhinginsk,ru,51.6115,109.5917,24.94,69,69,5.06,broken clouds
mitu,co,1.1983,-70.1733,73.04,99,87,1.07,light rain
sao gabriel da cachoeira,br,-0.1303,-67.0892,74.21,98,100,2.68,moderate rain
mandan,us,46.8267,-100.8896,46.96,42,1,8.05,clear sky
bismarck,us,46.8083,-100.7837,46.81,41,1,3.44,clear sky
bugulma,ru,54.55,52.8,36.88,96,100,19.44,overcast clouds
serafimovskiy,ru,54.4241,53.7964,37.96,96,100,18.41,light rain
praia,cv,14.9215,-23.5087,75.74,78,75,13.8,broken clouds
ferkessedougou,ci,9.6,-5.2,77.31,66,90,5.64,overcast clouds
bouna,ci,9.2667,-3,78.15,66,8,4.94,clear sky
nueve de julio,ar,-35.4444,-60.8831,66.7,68,36,8.86,scattered clouds
azul,ar,-36.777,-59.8585,56.21,76,16,9.8,few clouds
stornoway,gb,58.2093,-6.3865,48.16,87,20,13.8,few clouds
ullapool,gb,57.8987,-5.1604,52.36,84,100,17.92,overcast clouds
pochutla,mx,15.7432,-96.4661,80.82,89,40,3.6,scattered clouds
adelaide,za,-34.9333,138.6,73.04,51,75,3,broken clouds
stutterheim,za,-32.5708,27.424,49.73,96,100,5.28,light rain
dinghai,cn,26.2847,119.7936,56.32,61,44,7.29,scattered clouds
shenjiamen,cn,29.9576,122.298,51.35,56,7,19.46,clear sky
alotau,pg,NaN,NaN,NaN,NaN,NaN,NaN,NaN
marsa matruh,eg,31.3525,27.2453,61,88,0,0,clear sky
matay,eg,28.419,30.7792,68.79,29,0,5.17,clear sky
golaghat,in,26.5167,93.9667,62.37,86,13,1.25,few clouds
mon,in,26.75,95.1,62.4,73,10,2.53,clear sky
kilis,tr,36.7161,37.115,44.83,35,6,2.59,clear sky
carepa,co,7.7585,-76.6525,74.62,98,100,1.52,moderate rain
taraza,co,7.5836,-75.4007,75.49,97,100,1.97,overcast clouds
sault sainte marie,ca,46.5168,-84.3333,52.09,64,1,11.5,clear sky
blind river,ca,46.1834,-82.9582,50.25,84,100,10.94,overcast clouds
marfino,ru,55.7028,37.3822,38.95,87,90,11.18,light rain
balykshi,kz,47.0667,51.8667,41,87,75,11.18,mist
anloga,gh,5.7947,0.8973,80.82,80,88,6.8,overcast clouds
keta,gh,5.9179,0.9879,80.82,83,64,6.29,broken clouds
sinkat,sd,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dudinka,ru,69.4058,86.1778,2.68,97,100,11.45,light snow
nieuw amsterdam,sr,5.8833,-55.0833,80.62,85,20,5.75,few clouds
conway,us,35.0887,-92.4421,60.64,58,1,0,clear sky
wilmington,us,34.2257,-77.9447,57.85,68,1,3.44,clear sky
kachikau,bw,NaN,NaN,NaN,NaN,NaN,NaN,NaN
kaniama,cd,-7.5667,24.1833,66.96,81,14,2.26,few clouds
megion,ru,61.0296,76.1136,30.22,92,100,13.29,overcast clouds
pomezia,it,41.667,12.5052,61,80,40,3,scattered clouds
veroli,it,41.6911,13.4177,58.39,93,57,4.68,broken clouds
porto velho,br,-8.7619,-63.9039,77.05,94,20,0,few clouds
causapscal,ca,48.3542,-67.227,44.94,91,95,2.84,overcast clouds
new richmond,ca,45.123,-92.5366,51.78,61,90,0,overcast clouds
shingu,jp,33.7333,135.9833,63.59,77,5,8.05,clear sky
pinar del rio,cu,22.4175,-83.6981,64.8,78,0,4.99,clear sky
bahia honda,cu,22.9036,-83.1592,69.78,69,2,10.78,clear sky
makakilo city,us,21.3469,-158.0858,83.95,54,90,3.44,overcast clouds
ewa beach,us,21.3156,-158.0072,85.37,53,90,15.99,overcast clouds
mocambique,mz,NaN,NaN,NaN,NaN,NaN,NaN,NaN
acari,pe,-15.4311,-74.6158,68.54,73,69,4.41,broken clouds
vasto,it,42.1243,14.7059,55.76,86,97,10.56,overcast clouds
trogir,hr,43.5125,16.2517,61.9,94,90,8.05,overcast clouds
malaya serdoba,ru,52.4661,44.9512,41,91,90,10.16,overcast clouds
aizawl,in,23.7333,92.7167,57.33,76,3,2.06,clear sky
khawhai,in,23.3667,93.1167,54.77,82,58,2.13,broken clouds
ancud,cl,-41.8697,-73.8203,54.93,90,0,2.8,clear sky
qeshm,ir,26.9581,56.2719,67.89,59,0,6.93,clear sky
minab,ir,27.1467,57.0801,67.5,27,41,7.81,scattered clouds
weinan,cn,34.5036,109.5089,31.69,53,0,7.14,clear sky
sanmenxia,cn,34.7747,111.1814,39.38,54,0,7.56,clear sky
calhoun,us,42.2506,-85.0005,55.49,51,1,0,clear sky
gainesville,us,29.6516,-82.3248,57.74,70,1,0,clear sky
batesville,us,35.7698,-91.641,57.63,58,6,5.01,clear sky
paragould,us,36.0584,-90.4973,60.62,47,5,7.54,clear sky
iranshahr,ir,27.2025,60.6848,59.34,31,0,0,clear sky
port shepstone,za,-30.7414,30.455,65.71,84,100,22.28,overcast clouds
tono,jp,39.3167,141.5333,58.03,93,100,8.79,moderate rain
jeremie,ht,18.65,-74.1167,78.87,83,69,7.72,broken clouds
les cayes,ht,18.2,-73.75,76.87,83,100,6.06,overcast clouds
pak phanang,th,8.3511,100.202,86.07,80,100,12.08,moderate rain
scottsburgh,za,NaN,NaN,NaN,NaN,NaN,NaN,NaN
cartagena del chaira,co,1.3349,-74.8429,73.72,96,94,2.93,overcast clouds
calamar,co,10.2511,-74.9146,82.35,90,100,3.6,overcast clouds
greytown,za,-29.0642,30.5928,56.07,94,98,4.52,overcast clouds
empangeni,za,-28.762,31.8933,65.93,86,99,12.75,overcast clouds
matagami,ca,49.7502,-77.6328,48.31,93,90,8.05,overcast clouds
ishim,ru,56.1128,69.4902,30.79,91,100,11.01,overcast clouds
abatskoye,ru,56.2875,70.4555,30.67,92,89,10.31,overcast clouds
marawi,sd,7.9986,124.2928,67.64,95,100,2.39,light rain
prince albert,ca,53.2001,-105.7677,31.95,64,40,4.61,scattered clouds
nipawin,ca,53.3668,-104.0009,33.84,69,90,8.05,overcast clouds
waipawa,nz,-41.4122,175.5153,63.3,56,23,4.79,few clouds
kununurra,au,-15.7667,128.7333,87.78,74,40,4.61,scattered clouds
raudeberg,no,61.9875,5.1352,45.95,88,100,11.99,moderate rain
burica,pa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
winneba,gh,5.3511,-0.6231,78.35,89,89,6.98,overcast clouds
mocuba,mz,-16.8392,36.9856,74.1,65,2,3.36,clear sky
cikampek,id,-6.4197,107.4558,86.95,71,50,1.3,scattered clouds
karangampel,id,-6.4622,108.4519,84.78,63,96,1.7,overcast clouds
wagar,sd,16.1525,36.2032,78.04,68,0,10.11,clear sky
kassala,sd,15.451,36.4,77.92,69,0,9.51,clear sky
buchanan,lr,5.8808,-10.0467,76.96,88,85,0.83,light rain
presidente epitacio,br,-21.7633,-52.1156,76.32,80,100,7.38,overcast clouds
adamantina,br,-21.6853,-51.0725,74.95,56,100,8.12,moderate rain
keflavik,is,64.0049,-22.5624,43.23,87,90,12.66,light rain
akranes,is,64.3218,-22.0749,43.36,90,100,17.87,overcast clouds
shangrao,cn,28.4532,117.9686,48.16,58,0,3.29,clear sky
quzhou,cn,28.9594,118.8686,48.29,58,0,6.89,clear sky
kindu,cd,-2.95,25.95,67.95,96,100,2.06,overcast clouds
kabare,cd,-2.4683,28.8242,60.42,74,95,2.3,overcast clouds
pasighat,in,28.0667,95.3333,63.99,50,17,3.38,few clouds
hjelset,no,62.7833,7.4833,37.18,87,90,16.11,light rain
sunndalsora,no,62.6754,8.5515,38.05,90,100,12.35,light rain
semey,kz,50.4111,80.2275,21.42,79,0,8.95,clear sky
colares,pt,38.7992,-9.4469,60.33,56,23,5.01,few clouds
cascais,pt,38.6979,-9.4215,60.51,57,8,5.01,clear sky
ankang,cn,32.68,109.0172,44.83,58,95,1.54,overcast clouds
shiyan,cn,32.6475,110.7781,46.24,55,98,5.08,overcast clouds
jabinyanah,tn,35.035,10.9081,55.2,41,100,5.39,overcast clouds
paradwip,in,NaN,NaN,NaN,NaN,NaN,NaN,NaN
esna,eg,25.2934,32.554,66.22,20,0,5.59,clear sky
haga,no,52.0767,4.2986,45.91,83,88,1.99,overcast clouds
lofthus,no,59.9468,10.8018,38.77,65,100,5.01,overcast clouds
lancaster,us,40.2504,-76.2499,55.78,74,1,3.44,clear sky
bennettsville,us,34.6174,-79.6848,56.08,84,1,0,clear sky
kuche,cn,NaN,NaN,NaN,NaN,NaN,NaN,NaN
lensk,ru,60.7253,114.9278,31.03,93,100,12.57,light snow
melfi,td,40.9965,15.6514,60.4,86,100,1.41,overcast clouds
eregli,tr,37.5133,34.0467,50.7,39,14,0.81,few clouds
asayita,et,NaN,NaN,NaN,NaN,NaN,NaN,NaN
muroto,jp,33.2833,134.15,62.64,74,29,13.73,scattered clouds
wanning,cn,18.8003,110.3967,68.2,76,100,14.38,overcast clouds
barra do bugres,br,-15.0725,-57.1811,73.85,89,99,0.94,overcast clouds
cuiaba,br,-15.5961,-56.0967,76.93,94,0,1.14,clear sky
resistencia,ar,-27.4606,-58.9839,76.05,73,0,4.61,clear sky
humaita,py,-7.5061,-63.0208,74.28,97,100,0.43,moderate rain
kampene,cd,-3.6,26.6667,66.65,97,68,1.68,broken clouds
fonte boa,br,-2.4959,-66.2662,73.92,99,100,1.92,overcast clouds
uarini,br,-2.99,-65.1083,74.75,97,100,2.13,overcast clouds
minna,ng,9.6139,6.5569,77.05,66,55,3.27,broken clouds
suleja,ng,9.1758,7.1808,74.39,72,85,1.32,overcast clouds
hay river,ca,60.8156,-115.7999,21.18,86,75,8.05,broken clouds
amga,ru,60.8953,131.9608,19.42,93,99,6.71,overcast clouds
lugoba,tz,-6.45,38.3333,71.17,88,82,1.52,broken clouds
mahonda,tz,-6.45,39.4667,78.64,76,99,3.22,overcast clouds
promyshlennaya,ru,54.9159,85.6385,29.35,89,99,6.8,overcast clouds
yadrin,ru,55.9405,46.2062,41.85,84,100,12.84,overcast clouds
krasnoarmeyskoye,ru,52.7182,50.0322,43.3,86,100,14.45,overcast clouds
taonan,cn,45.3333,122.7833,22.51,92,100,22.01,light snow
qianan,cn,44.9932,124.0581,23.32,96,100,14.67,light snow
samana,do,19.2056,-69.3369,76.26,79,9,3.47,clear sky
binga,cd,-17.6203,27.3414,78.94,36,24,3.02,few clouds
chenzhou,cn,25.8,113.0333,49.32,63,59,4.23,broken clouds
xiongzhou,cn,25.1167,114.3,53.58,50,7,4.16,clear sky
chapais,ca,49.7834,-74.8492,47.98,81,100,10.47,overcast clouds
rosetta,eg,31.4044,30.4164,71.42,74,100,9.55,overcast clouds
winslow,us,35.0242,-110.6974,69.98,21,1,1.99,clear sky
show low,us,34.2542,-110.0298,59.68,27,1,14.97,clear sky
yuanping,cn,38.7153,112.7575,20.57,77,9,1.59,clear sky
outlook,ca,51.5001,-107.0513,36.16,31,0,10.92,clear sky
davidson,ca,36.1501,-86.7833,58.64,72,1,0,clear sky
kegayli,uz,NaN,NaN,NaN,NaN,NaN,NaN,NaN
caborca,mx,30.5838,-111.101,71.58,26,100,7.27,overcast clouds
nogales,mx,31.3086,-110.9422,75.69,16,1,8.05,clear sky
kiruna,se,67.8557,20.2251,11.32,92,75,8.05,broken clouds
wanaka,nz,-44.7,169.15,68.77,46,100,3.65,light rain
fairlie,nz,55.756,-4.8556,55.22,92,100,5.99,moderate rain
beloha,mg,-25.1667,45.05,72.27,50,25,5.53,scattered clouds
karkaralinsk,kz,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bandarban,bd,22.1965,92.2262,70.41,91,100,1.39,overcast clouds
saiha,in,22.4833,92.9667,66.85,79,100,2.66,overcast clouds
abong mbang,cm,3.9833,13.1833,67.08,99,100,1.14,light rain
yokadouma,cm,3.5167,15.05,68.56,94,100,0.47,overcast clouds
trenggalek,id,-8.05,111.7167,81.84,76,88,2.68,overcast clouds
kanigoro,id,-8.13,112.219,82.31,70,100,4.16,overcast clouds
pyu,mm,18.4833,96.4333,74.05,94,22,4.27,few clouds
mae hong son,th,19.3003,97.9685,75.34,88,75,2.3,mist
ust-nera,ru,64.5667,143.2,-14.49,95,77,5.19,broken clouds
sande,no,53.5049,8.0142,47.17,86,99,6.44,overcast clouds
balestrand,no,61.2076,6.5334,38.98,93,100,4.52,light rain
atliaca,mx,17.65,-99.3667,64.65,78,7,1.99,clear sky
alpoyeca,mx,17.6667,-98.5167,70.27,56,16,0.65,few clouds
dehloran,ir,32.6941,47.2679,68.36,26,0,6.49,clear sky
susangerd,ir,31.5608,48.1831,57.22,24,0,7.65,clear sky
donskoye,ru,45.4552,41.9741,57.33,65,100,4.41,overcast clouds
gryazi,ru,52.4966,39.9359,43.7,73,100,15.35,overcast clouds
anderson,us,34.5334,-82.6499,59.02,79,1,0,clear sky
magalia,us,39.8121,-121.5783,51.53,74,100,1.01,overcast clouds
ulaanbaatar,mn,47.9077,106.8832,10.53,72,0,2.24,clear sky
pedernales,do,18.0384,-71.744,80.69,73,38,2.15,scattered clouds
soligalich,ru,59.0778,42.2864,28.49,90,100,13.2,light snow
imeni babushkina,ru,59.7573,43.1285,26.85,92,100,13.27,light snow
taranagar,in,28.6709,75.0351,68.61,30,9,1.86,clear sky
loharu,in,28.45,75.8167,68.13,30,5,2.44,clear sky
ust-kan,ru,50.9276,84.761,17.28,86,100,3.38,overcast clouds
chemal,ru,51.4111,86.005,23.14,89,100,4.68,overcast clouds
